Time;Stress;First Derivative;Rate in degrees;Second Derivative
188,7;-1,10E-09;1,0000000000000741E-10;1,7453292519944588E-12;2,0679515313826867E-23
188,8;-1,09E-09;9,999999999997692E-11;1,7453292519939267E-12;-3,0489360390814824E-22
188,9;-1,08E-09;1,0000000000000534E-10;1,7453292519944227E-12;2,8421408859440803E-22
189;-1,07E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
189,1;-1,06E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
189,2;-1,05E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
189,3;-1,04E-09;9,999999999997899E-11;1,7453292519939629E-12;-2,6353457328050626E-22
189,4;-1,03E-09;1,0000000000000534E-10;1,7453292519944227E-12;2,6353457328058116E-22
189,5;-1,02E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
189,6;-1,01E-09;1,0000000000000534E-10;1,7453292519944227E-12;0
189,7;-9,98E-10;1,200000000000064E-10;2,0943951023933074E-12;2,0000000000002206E-10
189,8;-9,88E-10;9,999999999997899E-11;1,7453292519939629E-12;-2,0000000000022875E-10
189,9;-9,79E-10;9,000000000000377E-11;1,5707963267949624E-12;-9,999999999975783E-11
190;-9,69E-10;1,0000000000000534E-10;1,7453292519944227E-12;1,0000000000002137E-10
190,1;-9,59E-10;1,0000000000000534E-10;1,7453292519944227E-12;0
190,2;-9,49E-10;1,0000000000000741E-10;1,7453292519944588E-12;2,0679515313826867E-23
190,3;-9,39E-10;9,999999999997692E-11;1,7453292519939267E-12;-3,0489360390814824E-22
190,4;-9,30E-10;9,000000000000481E-11;1,5707963267949805E-12;-9,999999999972681E-11
190,5;-9,20E-10;1,0000000000000534E-10;1,7453292519944227E-12;1,0000000000001103E-10
190,6;-9,11E-10;9,000000000000584E-11;1,5707963267949985E-12;-1,0000000000000069E-10
190,7;-9,01E-10;1,0000000000000534E-10;1,7453292519944227E-12;1,0000000000000069E-10
190,8;-8,91E-10;9,999999999997692E-11;1,7453292519939267E-12;-2,8421408859432725E-22
190,9;-8,82E-10;9,000000000000584E-11;1,5707963267949985E-12;-9,999999999971647E-11
191;-8,72E-10;1,0000000000000534E-10;1,7453292519944227E-12;1,0000000000000069E-10
191,1;-8,63E-10;9,000000000000481E-11;1,5707963267949805E-12;-1,0000000000001103E-10
191,2;-8,54E-10;9,000000000000481E-11;1,5707963267949805E-12;0
191,3;-8,44E-10;9,999999999997795E-11;1,7453292519939447E-12;9,999999999970873E-11
191,4;-8,35E-10;9,000000000000481E-11;1,5707963267949805E-12;-9,999999999973715E-11
191,5;-8,25E-10;1,0000000000000534E-10;1,7453292519944227E-12;1,0000000000001103E-10
191,6;-8,16E-10;9,000000000000584E-11;1,5707963267949985E-12;-1,0000000000000069E-10
191,7;-8,07E-10;9,000000000000481E-11;1,5707963267949805E-12;-1,0339757656913434E-23
191,8;-7,98E-10;8,999999999997923E-11;1,570796326794534E-12;-2,5577975503782336E-22
191,9;-7,88E-10;1,0000000000000638E-10;1,7453292519944409E-12;1,0000000000027715E-10
192;-7,79E-10;9,000000000000481E-11;1,5707963267949805E-12;-1,0000000000002137E-10
192,1;-7,70E-10;9,000000000000481E-11;1,5707963267949805E-12;0
192,2;-7,61E-10;9,000000000000584E-11;1,5707963267949985E-12;1,0339757656913434E-23
192,3;-7,52E-10;8,999999999997923E-11;1,570796326794534E-12;-2,6611951269473386E-22
192,4;-7,43E-10;9,000000000000481E-11;1,5707963267949805E-12;2,5577975503789606E-22
192,5;-7,34E-10;9,000000000000481E-11;1,5707963267949805E-12;0
192,6;-7,25E-10;9,000000000000584E-11;1,5707963267949985E-12;1,0339757656913434E-23
192,7;-7,16E-10;9,000000000000481E-11;1,5707963267949805E-12;-1,0339757656913434E-23
192,8;-7,07E-10;8,999999999997923E-11;1,570796326794534E-12;-2,5577975503782336E-22
192,9;-6,98E-10;9,000000000000584E-11;1,5707963267949985E-12;2,661195126948095E-22
193;-6,89E-10;9,000000000000481E-11;1,5707963267949805E-12;-1,0339757656913434E-23
193,1;-6,80E-10;9,000000000000481E-11;1,5707963267949805E-12;0
193,2;-6,72E-10;8,000000000000531E-11;1,3962634015955562E-12;-1,0000000000000069E-10
193,3;-6,63E-10;8,999999999997923E-11;1,570796326794534E-12;9,999999999971649E-11
193,4;-6,54E-10;9,000000000000481E-11;1,5707963267949805E-12;2,5577975503789606E-22
193,5;-6,45E-10;9,000000000000481E-11;1,5707963267949805E-12;0
193,6;-6,37E-10;8,000000000000531E-11;1,3962634015955562E-12;-1,0000000000000069E-10
193,7;-6,28E-10;9,000000000000481E-11;1,5707963267949805E-12;1,0000000000000069E-10
193,8;-6,19E-10;8,999999999997923E-11;1,570796326794534E-12;-2,5577975503782336E-22
193,9;-6,11E-10;8,000000000000531E-11;1,3962634015955562E-12;-9,999999999974491E-11
194;-6,02E-10;9,000000000000481E-11;1,5707963267949805E-12;1,0000000000000069E-10
194,1;-5,93E-10;9,000000000000481E-11;1,5707963267949805E-12;0
194,2;-5,85E-10;8,000000000000427E-11;1,3962634015955382E-12;-1,0000000000001103E-10
194,3;-5,76E-10;8,999999999998026E-11;1,5707963267945522E-12;9,999999999973717E-11
194,4;-5,68E-10;8,000000000000427E-11;1,3962634015955382E-12;-9,999999999976559E-11
194,5;-5,60E-10;8,000000000000427E-11;1,3962634015955382E-12;0
194,6;-5,51E-10;9,000000000000584E-11;1,5707963267949985E-12;1,0000000000002137E-10
194,7;-5,43E-10;8,000000000000427E-11;1,3962634015955382E-12;-1,0000000000002137E-10
194,8;-5,34E-10;8,999999999997923E-11;1,570796326794534E-12;9,999999999972683E-11
194,9;-5,26E-10;8,000000000000427E-11;1,3962634015955382E-12;-9,999999999975525E-11
195;-5,18E-10;8,000000000000531E-11;1,3962634015955562E-12;1,0339757656913434E-23
195,1;-5,09E-10;9,000000000000481E-11;1,5707963267949805E-12;1,0000000000000069E-10
195,2;-5,01E-10;8,000000000000427E-11;1,3962634015955382E-12;-1,0000000000001103E-10
195,3;-4,93E-10;7,999999999998257E-11;1,3962634015951595E-12;-2,1700566382440903E-22
195,4;-4,85E-10;8,000000000000427E-11;1,3962634015955382E-12;2,1700566382447067E-22
195,5;-4,77E-10;8,000000000000427E-11;1,3962634015955382E-12;0
195,6;-4,68E-10;9,000000000000481E-11;1,5707963267949805E-12;1,0000000000001103E-10
195,7;-4,60E-10;8,000000000000479E-11;1,3962634015955473E-12;-1,0000000000000586E-10
195,8;-4,52E-10;7,999999999998206E-11;1,3962634015951505E-12;-2,2734542148131953E-22
195,9;-4,44E-10;8,000000000000427E-11;1,3962634015955382E-12;2,2217554265292743E-22
196;-4,36E-10;8,000000000000479E-11;1,3962634015955473E-12;5,169878828456717E-24
196,1;-4,28E-10;8,000000000000427E-11;1,3962634015955382E-12;-5,169878828456717E-24
196,2;-4,20E-10;8,000000000000479E-11;1,3962634015955473E-12;5,169878828456717E-24
196,3;-4,12E-10;7,999999999998154E-11;1,3962634015951414E-12;-2,3251530030977477E-22
196,4;-4,04E-10;8,000000000000479E-11;1,3962634015955473E-12;2,3251530030984084E-22
196,5;-3,96E-10;8,000000000000479E-11;1,3962634015955473E-12;0
196,6;-3,89E-10;7,000000000000374E-11;1,2217304763960958E-12;-1,000000000000162E-10
196,7;-3,81E-10;8,000000000000479E-11;1,3962634015955473E-12;1,000000000000162E-10
196,8;-3,73E-10;7,999999999998154E-11;1,3962634015951414E-12;-2,3251530030977477E-22
196,9;-3,65E-10;8,000000000000479E-11;1,3962634015955473E-12;2,3251530030984084E-22
197;-3,57E-10;8,000000000000427E-11;1,3962634015955382E-12;-5,169878828456717E-24
197,1;-3,49E-10;8,000000000000479E-11;1,3962634015955473E-12;5,169878828456717E-24
197,2;-3,42E-10;7,000000000000374E-11;1,2217304763960958E-12;-1,000000000000162E-10
197,3;-3,34E-10;7,999999999998206E-11;1,3962634015951505E-12;9,999999999976043E-11
197,4;-3,26E-10;8,000000000000427E-11;1,3962634015955382E-12;2,2217554265292743E-22
197,5;-3,19E-10;7,000000000000426E-11;1,221730476396105E-12;-1,0000000000000586E-10
197,6;-3,11E-10;8,000000000000427E-11;1,3962634015955382E-12;1,0000000000000586E-10
197,7;-3,03E-10;8,000000000000479E-11;1,3962634015955473E-12;5,169878828456717E-24
197,8;-2,96E-10;6,999999999998385E-11;1,2217304763957487E-12;-1,0000000000018669E-10
197,9;-2,88E-10;8,000000000000479E-11;1,3962634015955473E-12;1,0000000000021511E-10
198;-2,81E-10;7,000000000000374E-11;1,2217304763960958E-12;-1,000000000000162E-10
198,1;-2,73E-10;8,000000000000479E-11;1,3962634015955473E-12;1,000000000000162E-10
198,2;-2,66E-10;7,000000000000374E-11;1,2217304763960958E-12;-1,000000000000162E-10
198,3;-2,58E-10;7,999999999998206E-11;1,3962634015951505E-12;9,999999999976043E-11
198,4;-2,51E-10;7,000000000000374E-11;1,2217304763960958E-12;-9,999999999978885E-11
198,5;-2,44E-10;7,000000000000426E-11;1,221730476396105E-12;5,169878828456717E-24
198,6;-2,36E-10;8,000000000000427E-11;1,3962634015955382E-12;1,0000000000000586E-10
198,7;-2,29E-10;7,0000000000004E-11;1,2217304763961005E-12;-1,0000000000000844E-10
198,8;-2,21E-10;7,99999999999818E-11;1,396263401595146E-12;9,999999999975526E-11
198,9;-2,14E-10;7,0000000000004E-11;1,2217304763961005E-12;-9,999999999978368E-11
199;-2,07E-10;7,0000000000004E-11;1,2217304763961005E-12;0
199,1;-2,00E-10;7,0000000000004E-11;1,2217304763961005E-12;0
199,2;-1,92E-10;8,000000000000453E-11;1,3962634015955426E-12;1,0000000000001103E-10
199,3;-1,85E-10;6,999999999998411E-11;1,2217304763957533E-12;-1,0000000000018152E-10
199,4;-1,78E-10;7,0000000000004E-11;1,2217304763961005E-12;1,9891108792487218E-22
199,5;-1,71E-10;7,0000000000004E-11;1,2217304763961005E-12;0
199,6;-1,64E-10;7,0000000000004E-11;1,2217304763961005E-12;0
199,7;-1,57E-10;7,0000000000004E-11;1,2217304763961005E-12;0
199,8;-1,49E-10;7,99999999999818E-11;1,396263401595146E-12;9,999999999975526E-11
199,9;-1,42E-10;7,0000000000004E-11;1,2217304763961005E-12;-9,999999999978368E-11
200;-1,35E-10;7,0000000000004E-11;1,2217304763961005E-12;0
200,1;-1,28E-10;7,0000000000004E-11;1,2217304763961005E-12;0
200,2;-1,21E-10;7,0000000000004E-11;1,2217304763961005E-12;0
200,3;-1,14E-10;6,999999999998411E-11;1,2217304763957533E-12;-1,9891108792481564E-22
200,4;-1,07E-10;7,000000000000387E-11;1,2217304763960983E-12;1,97618618217758E-22
200,5;-1,00E-10;7,0000000000004E-11;1,2217304763961005E-12;1,2924697071141792E-24
200,6;-9,34E-11;6,600000000000383E-11;1,1519173063163244E-12;-4,0000000000003946E-11
200,7;-8,65E-11;6,900000000000388E-11;1,2042771838761552E-12;3,000000000000225E-11
200,8;-7,96E-11;6,899999999998428E-11;1,204277183875813E-12;-1,9606765456916527E-22
200,9;-7,28E-11;6,800000000000391E-11;1,1868238913562124E-12;-9,999999999804208E-12
201;-6,59E-11;6,900000000000388E-11;1,2042771838761552E-12;1,0000000000000276E-11
201,1;-5,91E-11;6,800000000000391E-11;1,1868238913562124E-12;-1,0000000000000276E-11
201,2;-5,23E-11;6,800000000000378E-11;1,1868238913562102E-12;-1,2924697071141792E-24
201,3;-4,55E-11;6,799999999998459E-11;1,1868238913558752E-12;-1,9193175150640107E-22
201,4;-3,88E-11;6,700000000000381E-11;1,1693705988362674E-12;-9,999999999808344E-12
201,5;-3,21E-11;6,700000000000381E-11;1,1693705988362674E-12;0
201,6;-2,54E-11;6,700000000000378E-11;1,1693705988362668E-12;-3,8774091213425376E-25
201,7;-1,87E-11;6,700000000000381E-11;1,1693705988362674E-12;3,8774091213425376E-25
201,8;-1,20E-11;6,699999999998476E-11;1,1693705988359348E-12;-1,9051003482857588E-22
201,9;-5,38E-12;6,620000000000376E-11;1,1554079648203118E-12;-7,999999999810459E-12
202;1,24E-12;6,620000000000376E-11;1,1554079648203118E-12;0
202,1;7,84E-12;6,600000000000375E-11;1,151917306316323E-12;-2,00000000000021E-12
202,2;1,44E-11;6,560000000000372E-11;1,1449359893083451E-12;-4,000000000000549E-12
202,3;2,10E-11;6,599999999998497E-11;1,1519173063159952E-12;3,999999999811617E-12
202,4;2,75E-11;6,500000000000369E-11;1,1344640137963787E-12;-9,999999999813385E-12
202,5;3,40E-11;6,500000000000369E-11;1,1344640137963787E-12;0
202,6;4,05E-11;6,500000000000373E-11;1,1344640137963793E-12;3,8774091213425376E-25
202,7;4,70E-11;6,500000000000367E-11;1,1344640137963781E-12;-6,462348535570896E-25
202,8;5,35E-11;6,499999999998526E-11;1,134464013796057E-12;-1,840476862930068E-22
202,9;5,99E-11;6,400000000000355E-11;1,1170107212764329E-12;-9,99999999981765E-12
203;6,63E-11;6,400000000000375E-11;1,1170107212764363E-12;1,9387045606712688E-24
203,1;7,27E-11;6,400000000000362E-11;1,117010721276434E-12;-1,2924697071141792E-24
203,2;7,91E-11;6,400000000000362E-11;1,117010721276434E-12;0
203,3;8,54E-11;6,299999999998562E-11;1,0995574287561766E-12;-1,0000000000177733E-11
203,4;9,17E-11;6,300000000000365E-11;1,0995574287564912E-12;1,80299524142428E-22
203,5;9,81E-11;6,400000000000362E-11;1,117010721276434E-12;1,0000000000000276E-11
203,6;1,04E-10;5,900000000000335E-11;1,0297442586767129E-12;-5,0000000000005514E-11
203,7;1,11E-10;7,0000000000004E-11;1,2217304763961005E-12;1,1000000000001273E-10
203,8;1,17E-10;5,99999999999864E-11;1,0471975511963605E-12;-1,0000000000015321E-10
203,9;1,23E-10;6,00000000000032E-11;1,0471975511966537E-12;1,680210619248433E-22
204;1,29E-10;6,000000000000346E-11;1,0471975511966581E-12;2,5849394142283584E-24
204,1;1,36E-10;7,0000000000004E-11;1,2217304763961005E-12;1,0000000000001103E-10
204,2;1,42E-10;6,000000000000346E-11;1,0471975511966581E-12;-1,0000000000001103E-10
204,3;1,48E-10;5,99999999999864E-11;1,0471975511963605E-12;-1,7060600133902317E-22
204,4;1,54E-10;6,000000000000346E-11;1,0471975511966581E-12;1,7060600133907167E-22
204,5;1,60E-10;6,00000000000032E-11;1,0471975511966537E-12;-2,5849394142283584E-24
204,6;1,66E-10;6,000000000000346E-11;1,0471975511966581E-12;2,5849394142283584E-24
204,7;1,72E-10;6,000000000000346E-11;1,0471975511966581E-12;0
204,8;1,78E-10;5,99999999999864E-11;1,0471975511963605E-12;-1,7060600133902317E-22
204,9;1,84E-10;6,000000000000346E-11;1,0471975511966581E-12;1,7060600133907167E-22
205;1,90E-10;6,00000000000032E-11;1,0471975511966537E-12;-2,5849394142283584E-24
205,1;1,96E-10;6,000000000000346E-11;1,0471975511966581E-12;2,5849394142283584E-24
205,2;2,02E-10;6,000000000000346E-11;1,0471975511966581E-12;0
205,3;2,08E-10;5,99999999999864E-11;1,0471975511963605E-12;-1,7060600133902317E-22
205,4;2,14E-10;6,000000000000346E-11;1,0471975511966581E-12;1,7060600133907167E-22
205,5;2,20E-10;6,00000000000032E-11;1,0471975511966537E-12;-2,5849394142283584E-24
205,6;2,26E-10;6,000000000000346E-11;1,0471975511966581E-12;2,5849394142283584E-24
205,7;2,32E-10;6,000000000000346E-11;1,0471975511966581E-12;0
205,8;2,38E-10;5,99999999999864E-11;1,0471975511963605E-12;-1,7060600133902317E-22
205,9;2,44E-10;6,00000000000032E-11;1,0471975511966537E-12;1,680210619248433E-22
206;2,50E-10;6,000000000000372E-11;1,0471975511966628E-12;5,169878828456717E-24
206,1;2,55E-10;5,000000000000267E-11;8,726646259972113E-13;-1,000000000000162E-10
206,2;2,61E-10;6,00000000000032E-11;1,0471975511966537E-12;1,0000000000001103E-10
206,3;2,67E-10;5,999999999998666E-11;1,047197551196365E-12;-1,6543612251056792E-22
206,4;2,73E-10;6,00000000000032E-11;1,0471975511966537E-12;1,6543612251061494E-22
206,5;2,78E-10;5,000000000000319E-11;8,726646259972204E-13;-1,0000000000000586E-10
206,6;2,84E-10;6,00000000000032E-11;1,0471975511966537E-12;1,0000000000000586E-10
206,7;2,90E-10;6,00000000000032E-11;1,0471975511966537E-12;0
206,8;2,96E-10;5,999999999998666E-11;1,047197551196365E-12;-1,6543612251056792E-22
206,9;3,01E-10;5,000000000000267E-11;8,726646259972113E-13;-9,999999999984559E-11
207;3,07E-10;6,000000000000372E-11;1,0471975511966628E-12;1,000000000000162E-10
207,1;3,13E-10;6,00000000000032E-11;1,0471975511966537E-12;-5,169878828456717E-24
207,2;3,18E-10;5,000000000000267E-11;8,726646259972113E-13;-1,0000000000001103E-10
207,3;3,24E-10;5,999999999998666E-11;1,047197551196365E-12;9,999999999981717E-11
207,4;3,29E-10;5,000000000000267E-11;8,726646259972113E-13;-9,999999999984559E-11
207,5;3,35E-10;6,00000000000032E-11;1,0471975511966537E-12;1,0000000000001103E-10
207,6;3,40E-10;5,000000000000319E-11;8,726646259972204E-13;-1,0000000000000586E-10
207,7;3,46E-10;6,00000000000032E-11;1,0471975511966537E-12;1,0000000000000586E-10
207,8;3,51E-10;4,999999999998846E-11;8,726646259969634E-13;-1,0000000000012471E-10
207,9;3,57E-10;6,000000000000372E-11;1,0471975511966628E-12;1,000000000001583E-10
208;3,62E-10;5,000000000000267E-11;8,726646259972113E-13;-1,000000000000162E-10
208,1;3,68E-10;6,000000000000372E-11;1,0471975511966628E-12;1,000000000000162E-10
208,2;3,73E-10;5,000000000000267E-11;8,726646259972113E-13;-1,000000000000162E-10
208,3;3,79E-10;5,999999999998614E-11;1,0471975511963558E-12;9,9999999999812E-11
208,4;3,84E-10;5,000000000000319E-11;8,726646259972204E-13;-9,999999999983525E-11
208,5;3,90E-10;6,00000000000032E-11;1,0471975511966537E-12;1,0000000000000586E-10
208,6;3,95E-10;5,000000000000267E-11;8,726646259972113E-13;-1,0000000000001103E-10
208,7;4,00E-10;5,000000000000319E-11;8,726646259972204E-13;5,169878828456717E-24
208,8;4,06E-10;5,999999999998614E-11;1,0471975511963558E-12;9,999999999980683E-11
208,9;4,11E-10;5,000000000000267E-11;8,726646259972113E-13;-9,999999999984042E-11
209;4,16E-10;5,000000000000319E-11;8,726646259972204E-13;5,169878828456717E-24
209,1;4,22E-10;6,00000000000032E-11;1,0471975511966537E-12;1,0000000000000586E-10
209,2;4,27E-10;5,000000000000319E-11;8,726646259972204E-13;-1,0000000000000586E-10
209,3;4,32E-10;4,999999999998846E-11;8,726646259969634E-13;-1,4727692312561887E-22
209,4;4,37E-10;5,000000000000267E-11;8,726646259972113E-13;1,4210704429720401E-22
209,5;4,43E-10;6,000000000000372E-11;1,0471975511966628E-12;1,000000000000162E-10
209,6;4,48E-10;5,000000000000267E-11;8,726646259972113E-13;-1,000000000000162E-10
209,7;4,53E-10;5,000000000000267E-11;8,726646259972113E-13;0
209,8;4,58E-10;4,999999999998898E-11;8,726646259969723E-13;-1,3693716546870838E-22
209,9;4,63E-10;5,000000000000267E-11;8,726646259972113E-13;1,3693716546874729E-22
210;4,69E-10;6,000000000000372E-11;1,0471975511966628E-12;1,000000000000162E-10
210,1;4,74E-10;5,000000000000267E-11;8,726646259972113E-13;-1,000000000000162E-10
210,2;4,79E-10;5,000000000000267E-11;8,726646259972113E-13;0
210,3;4,84E-10;4,999999999998846E-11;8,726646259969634E-13;-1,4210704429716362E-22
210,4;4,89E-10;5,000000000000267E-11;8,726646259972113E-13;1,4210704429720401E-22
210,5;4,94E-10;5,000000000000267E-11;8,726646259972113E-13;0
210,6;4,99E-10;5,0000000000003705E-11;8,726646259972294E-13;1,0339757656913434E-23
210,7;5,04E-10;5,000000000000267E-11;8,726646259972113E-13;-1,0339757656913434E-23
210,8;5,09E-10;4,999999999998846E-11;8,726646259969634E-13;-1,4210704429716362E-22
210,9;5,14E-10;5,000000000000267E-11;8,726646259972113E-13;1,4210704429720401E-22
211;5,19E-10;5,000000000000267E-11;8,726646259972113E-13;0
211,1;5,24E-10;5,0000000000003705E-11;8,726646259972294E-13;1,0339757656913434E-23
211,2;5,29E-10;5,000000000000267E-11;8,726646259972113E-13;-1,0339757656913434E-23
211,3;5,34E-10;4,999999999998846E-11;8,726646259969634E-13;-1,4210704429716362E-22
211,4;5,39E-10;5,000000000000267E-11;8,726646259972113E-13;1,4210704429720401E-22
211,5;5,44E-10;5,000000000000267E-11;8,726646259972113E-13;0
211,6;5,49E-10;5,000000000000267E-11;8,726646259972113E-13;0
211,7;5,54E-10;5,0000000000003705E-11;8,726646259972294E-13;1,0339757656913434E-23
211,8;5,59E-10;4,999999999998846E-11;8,726646259969634E-13;-1,5244680195407412E-22
211,9;5,63E-10;4,0000000000002137E-11;6,981317007977691E-13;-9,999999999986892E-11
212;5,68E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
212,1;5,73E-10;5,000000000000267E-11;8,726646259972113E-13;0
212,2;5,78E-10;5,000000000000267E-11;8,726646259972113E-13;0
212,3;5,83E-10;4,999999999998846E-11;8,726646259969634E-13;-1,4210704429716362E-22
212,4;5,88E-10;5,0000000000003705E-11;8,726646259972294E-13;1,5244680195411745E-22
212,5;5,92E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000002137E-10
212,6;5,97E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
212,7;6,02E-10;5,000000000000267E-11;8,726646259972113E-13;0
212,8;6,07E-10;4,999999999998846E-11;8,726646259969634E-13;-1,4210704429716362E-22
212,9;6,11E-10;4,0000000000002137E-11;6,981317007977691E-13;-9,999999999986892E-11
213;6,16E-10;5,0000000000003705E-11;8,726646259972294E-13;1,0000000000002137E-10
213,1;6,21E-10;5,000000000000267E-11;8,726646259972113E-13;-1,0339757656913434E-23
213,2;6,25E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
213,3;6,30E-10;4,999999999998846E-11;8,726646259969634E-13;9,99999999998405E-11
213,4;6,35E-10;5,000000000000267E-11;8,726646259972113E-13;1,4210704429720401E-22
213,5;6,39E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
213,6;6,44E-10;5,0000000000003705E-11;8,726646259972294E-13;1,0000000000002137E-10
213,7;6,48E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000002137E-10
213,8;6,53E-10;4,999999999998846E-11;8,726646259969634E-13;9,99999999998405E-11
213,9;6,58E-10;5,000000000000267E-11;8,726646259972113E-13;1,4210704429720401E-22
214;6,62E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
214,1;6,67E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
214,2;6,71E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
214,3;6,76E-10;4,9999999999989494E-11;8,726646259969814E-13;9,999999999985084E-11
214,4;6,80E-10;4,0000000000002137E-11;6,981317007977691E-13;-9,999999999987926E-11
214,5;6,85E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
214,6;6,89E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
214,7;6,94E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
214,8;6,98E-10;3,999999999999077E-11;6,981317007975707E-13;-1,0000000000009628E-10
214,9;7,03E-10;5,000000000000267E-11;8,726646259972113E-13;1,000000000001247E-10
215;7,07E-10;4,000000000000317E-11;6,981317007977872E-13;-1,0000000000000069E-10
215,1;7,11E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0339757656913434E-23
215,2;7,16E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
215,3;7,20E-10;3,999999999999077E-11;6,981317007975707E-13;-1,0000000000009628E-10
215,4;7,24E-10;4,0000000000002137E-11;6,981317007977691E-13;1,1367271074069207E-22
215,5;7,29E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
215,6;7,33E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
215,7;7,38E-10;5,0000000000003705E-11;8,726646259972294E-13;1,0000000000002137E-10
215,8;7,42E-10;3,999999999999077E-11;6,981317007975707E-13;-1,0000000000010662E-10
215,9;7,46E-10;4,0000000000002137E-11;6,981317007977691E-13;1,1367271074069207E-22
216;7,50E-10;4,0000000000002137E-11;6,981317007977691E-13;0
216,1;7,55E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
216,2;7,59E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
216,3;7,63E-10;3,999999999999077E-11;6,981317007975707E-13;-1,1367271074065976E-22
216,4;7,67E-10;4,000000000000317E-11;6,981317007977872E-13;1,240124683976055E-22
216,5;7,72E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000000069E-10
216,6;7,76E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
216,7;7,80E-10;4,0000000000002137E-11;6,981317007977691E-13;0
216,8;7,84E-10;3,999999999999077E-11;6,981317007975707E-13;-1,1367271074065976E-22
216,9;7,88E-10;4,0000000000002137E-11;6,981317007977691E-13;1,1367271074069207E-22
217;7,93E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
217,1;7,97E-10;4,000000000000317E-11;6,981317007977872E-13;-1,0000000000000069E-10
217,2;8,01E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0339757656913434E-23
217,3;8,05E-10;3,999999999999077E-11;6,981317007975707E-13;-1,1367271074065976E-22
217,4;8,09E-10;4,0000000000002137E-11;6,981317007977691E-13;1,1367271074069207E-22
217,5;8,13E-10;4,0000000000002137E-11;6,981317007977691E-13;0
217,6;8,17E-10;4,0000000000002137E-11;6,981317007977691E-13;0
217,7;8,21E-10;4,0000000000002137E-11;6,981317007977691E-13;0
217,8;8,25E-10;3,9999999999991803E-11;6,981317007975888E-13;-1,0333295308374926E-22
217,9;8,29E-10;4,0000000000002137E-11;6,981317007977691E-13;1,0333295308377863E-22
218;8,34E-10;5,000000000000267E-11;8,726646259972113E-13;1,0000000000001103E-10
218,1;8,38E-10;4,0000000000002137E-11;6,981317007977691E-13;-1,0000000000001103E-10
218,2;8,42E-10;4,0000000000002137E-11;6,981317007977691E-13;0
218,3;8,46E-10;3,999999999999077E-11;6,981317007975707E-13;-1,1367271074065976E-22
218,4;8,50E-10;4,0000000000002137E-11;6,981317007977691E-13;1,1367271074069207E-22
218,5;8,54E-10;4,000000000000317E-11;6,981317007977872E-13;1,0339757656913434E-23
218,6;8,57E-10;3,00000000000016E-11;5,235987755983268E-13;-1,0000000000002137E-10
218,7;8,61E-10;4,0000000000002137E-11;6,981317007977691E-13;1,0000000000001103E-10
218,8;8,65E-10;3,999999999999077E-11;6,981317007975707E-13;-1,1367271074065976E-22
218,9;8,69E-10;4,0000000000002137E-11;6,981317007977691E-13;1,1367271074069207E-22
219;8,73E-10;4,0000000000002137E-11;6,981317007977691E-13;0
219,1;8,77E-10;4,0000000000002137E-11;6,981317007977691E-13;0
219,2;8,81E-10;4,0000000000002137E-11;6,981317007977691E-13;0
219,3;8,85E-10;3,9999999999991803E-11;6,981317007975888E-13;-1,0333295308374926E-22
219,4;8,89E-10;4,0000000000002137E-11;6,981317007977691E-13;1,0333295308377863E-22
219,5;8,93E-10;4,0000000000002137E-11;6,981317007977691E-13;0
219,6;8,96E-10;3,00000000000016E-11;5,235987755983268E-13;-1,0000000000001103E-10
219,7;9,00E-10;4,0000000000002137E-11;6,981317007977691E-13;1,0000000000001103E-10
219,8;9,04E-10;3,999999999999077E-11;6,981317007975707E-13;-1,1367271074065976E-22
219,9;9,08E-10;4,0000000000002137E-11;6,981317007977691E-13;1,1367271074069207E-22
