Time;Strain;Reduced Relaxation Function;Elastic Response;Stress
52.3;0.06;0.899566638;0.85733;0.771225466
52.4;0.06;0.899529357;0.85733;0.771193504
52.5;0.06;0.899492191;0.85733;0.77116164
52.6;0.06;0.899455141;0.85733;0.771129876
52.7;0.06;0.899418205;0.85733;0.771098209
52.8;0.06;0.899381383;0.85733;0.771066641
52.9;0.06;0.899344676;0.85733;0.771035171
53;0.06;0.899308082;0.85733;0.771003798
53.1;0.06;0.899271602;0.85733;0.770972522
53.2;0.06;0.899235234;0.85733;0.770941343
53.3;0.06;0.899198979;0.85733;0.770910261
53.4;0.06;0.899162837;0.85733;0.770879275
53.5;0.06;0.899126806;0.85733;0.770848385
53.6;0.06;0.899090887;0.85733;0.77081759
53.7;0.06;0.899055079;0.85733;0.770786891
53.8;0.06;0.899019382;0.85733;0.770756287
53.9;0.06;0.898983796;0.85733;0.770725778
54;0.06;0.89894832;0.85733;0.770695363
54.1;0.06;0.898912953;0.85733;0.770665042
54.2;0.06;0.898877696;0.85733;0.770634815
54.3;0.06;0.898842548;0.85733;0.770604682
54.4;0.06;0.898807509;0.85733;0.770574642
54.5;0.06;0.898772579;0.85733;0.770544695
54.6;0.06;0.898737757;0.85733;0.770514841
54.7;0.06;0.898703042;0.85733;0.770485079
54.8;0.06;0.898668435;0.85733;0.770455409
54.9;0.06;0.898633935;0.85733;0.770425831
55;0.06;0.898599542;0.85733;0.770396345
55.1;0.06;0.898565255;0.85733;0.77036695
55.2;0.06;0.898531074;0.85733;0.770337646
55.3;0.06;0.898497;0.85733;0.770308433
55.4;0.06;0.89846303;0.85733;0.77027931
55.5;0.06;0.898429166;0.85733;0.770250277
55.6;0.06;0.898395407;0.85733;0.770221334
55.7;0.06;0.898361752;0.85733;0.770192481
55.8;0.06;0.898328201;0.85733;0.770163717
55.9;0.06;0.898294754;0.85733;0.770135042
