;First Relaxation;;Second Relaxation;
Time;Experimental;Numerical;Experimental;Numerical
217.9;;1.715070897;1.5097;1.544349233
218;;1.715003032;1.50927;1.544312999
218.1;;1.714935185;1.50943;1.544276782
218.2;;1.714867356;1.50953;1.544240582
218.3;;1.714799546;1.50997;1.544204399
218.4;;1.714731755;1.50898;1.544168233
218.5;;1.714663981;1.50929;1.544132084
218.6;;1.714596226;1.50968;1.544095951
218.7;;1.71452849;1.50973;1.544059836
218.8;;1.714460772;1.50993;1.544023738
218.9;;1.714393072;1.50885;1.543987656
219;;1.714325391;1.5091;1.543951592
219.1;;1.714257728;1.50933;1.543915544
219.2;;1.714190083;1.50958;1.543879513
219.3;;1.714122457;1.50926;1.543843499
219.4;;1.714054849;1.50899;1.543807502
219.5;;1.713987259;1.50932;1.543771522
219.6;;1.713919688;1.50894;1.543735559
219.7;;1.713852135;1.5091;1.543699612
219.8;;1.713784601;1.50967;1.543663682
219.9;;1.713717084;1.50816;1.54362777
220;;1.713649586;1.509;1.543591873
220.1;;1.713582107;1.50788;1.543555994
220.2;;1.713514646;1.50871;1.543520132
220.3;;1.713447203;1.50892;1.543484286
220.4;;1.713379778;1.50848;1.543448457
220.5;;1.713312371;1.50881;1.543412645
220.6;;1.713244983;1.50827;1.54337685
220.7;;1.713177613;1.50866;1.543341072
220.8;;1.713110262;1.50818;1.54330531
220.9;;1.713042928;1.50863;1.543269565
221;;1.712975613;1.50899;1.543233837
221.1;;1.712908317;1.50788;1.543198125
221.2;;1.712841038;1.50866;1.54316243
221.3;;1.712773778;1.508;1.543126752
221.4;;1.712706536;1.50888;1.543091091
221.5;;1.712639312;1.50806;1.543055446
221.6;;1.712572106;1.50833;1.543019818
221.7;;1.712504919;1.50777;1.542984207
221.8;;1.71243775;1.50879;1.542948612
221.9;;1.712370599;1.50769;1.542913034
222;;1.712303466;1.508;1.542877473
222.1;;1.712236351;1.50824;1.542841928
222.2;;1.712169255;1.50833;1.5428064
222.3;;1.712102177;1.50836;1.542770889
222.4;;1.712035117;1.50785;1.542735394
222.5;;1.711968075;1.50773;1.542699916
222.6;;1.711901052;1.50762;1.542664455
222.7;;1.711834046;1.50757;1.54262901
222.8;;1.711767059;1.50772;1.542593581
222.9;;1.71170009;1.50824;1.54255817
223;;1.711633139;1.50783;1.542522775
223.1;;1.711566206;1.50736;1.542487396
223.2;;1.711499291;1.50744;1.542452034
223.3;;1.711432395;1.50735;1.542416689
223.4;;1.711365516;1.5078;1.54238136
223.5;;1.711298656;1.50908;1.542346047
223.6;;1.711231814;1.50805;1.542310752
223.7;;1.71116499;1.5071;1.542275472
223.8;;1.711098184;1.50742;1.54224021
223.9;;1.711031396;1.50806;1.542204963
224;;1.710964627;1.50786;1.542169734
224.1;;1.710897875;1.50725;1.54213452
224.2;;1.710831141;1.50686;1.542099323
224.3;;1.710764426;1.50743;1.542064143
224.4;;1.710697729;1.50771;1.542028979
224.5;;1.710631049;1.50792;1.541993832
224.6;;1.710564388;1.50716;1.541958701
224.7;;1.710497745;1.5071;1.541923587
224.8;;1.71043112;1.50686;1.541888489
224.9;;1.710364513;1.50735;1.541853407
225;;1.710297924;1.5075;1.541818342
225.1;;1.710231353;1.50738;1.541783293
225.2;;1.7101648;1.50669;1.541748261
225.3;;1.710098265;1.50622;1.541713245
225.4;;1.710031748;1.50691;1.541678245
225.5;;1.709965249;1.5072;1.541643262
225.6;;1.709898768;1.50686;1.541608296
225.7;;1.709832306;1.50621;1.541573345
225.8;;1.709765861;1.50626;1.541538411
225.9;;1.709699434;1.5064;1.541503493
226;;1.709633025;1.50782;1.541468592
226.1;;1.709566634;1.50673;1.541433707
226.2;;1.709500262;1.50582;1.541398838
226.3;;1.709433907;1.50636;1.541363986
226.4;;1.70936757;1.50699;1.54132915
226.5;;1.709301251;1.50569;1.54129433
226.6;;1.70923495;1.50686;1.541259527
226.7;;1.709168667;1.50604;1.54122474
226.8;;1.709102402;1.50657;1.541189969
226.9;;1.709036155;1.50584;1.541155214
227;;1.708969925;1.50568;1.541120476
227.1;;1.708903714;1.50726;1.541085754
227.2;;1.708837521;1.50545;1.541051048
227.3;;1.708771346;1.50589;1.541016359
227.4;;1.708705188;1.50574;1.540981685
227.5;;1.708639049;1.50627;1.540947028
227.6;;1.708572927;1.50531;1.540912388
227.7;;1.708506823;1.50637;1.540877763
227.8;;1.708440737;1.50566;1.540843155
227.9;;1.708374669;1.50533;1.540808562
228;;1.708308619;1.50567;1.540773986
228.1;;1.708242587;1.50521;1.540739426
228.2;;1.708176573;1.50545;1.540704883
228.3;;1.708110577;1.50553;1.540670355
228.4;;1.708044598;1.50523;1.540635844
228.5;;1.707978637;1.50546;1.540601349
228.6;;1.707912694;1.50563;1.54056687
228.7;;1.70784677;1.50503;1.540532407
228.8;;1.707780862;1.50501;1.54049796
228.9;;1.707714973;1.50471;1.540463529
229;;1.707649102;1.50551;1.540429115
229.1;;1.707583248;1.50498;1.540394717
229.2;;1.707517412;1.50491;1.540360334
229.3;;1.707451594;1.50466;1.540325968
229.4;;1.707385794;1.50505;1.540291618
229.5;;1.707320012;1.50451;1.540257284
229.6;;1.707254247;1.50569;1.540222966
229.7;;1.707188501;1.50608;1.540188664
229.8;;1.707122772;1.50481;1.540154378
229.9;;1.707057061;1.50419;1.540120108
230;;1.706991367;1.50531;1.540085854
230.1;;1.706925692;1.50541;1.540051617
230.2;;1.706860034;1.5042;1.540017395
230.3;;1.706794394;1.50462;1.539983189
230.4;;1.706728772;1.50491;1.539948999
230.5;;1.706663167;1.50434;1.539914826
230.6;;1.70659758;1.50432;1.539880668
230.7;;1.706532011;1.5044;1.539846526
230.8;;1.70646646;1.50449;1.539812401
230.9;;1.706400927;1.50555;1.539778291
231;;1.706335411;1.50453;1.539744197
231.1;;1.706269913;1.50436;1.539710119
231.2;;1.706204432;1.50424;1.539676057
231.3;;1.70613897;1.50383;1.539642011
231.4;;1.706073525;1.50359;1.539607981
231.5;;1.706008098;1.50387;1.539573967
231.6;;1.705942688;1.50439;1.539539969
231.7;;1.705877297;1.50417;1.539505987
231.8;;1.705811922;1.50455;1.53947202
231.9;;1.705746566;1.50348;1.53943807
232;;1.705681227;1.50319;1.539404135
232.1;;1.705615906;1.50426;1.539370217
232.2;;1.705550603;1.50359;1.539336314
232.3;;1.705485317;1.50377;1.539302427
232.4;;1.705420049;1.50362;1.539268556
232.5;;1.705354799;1.5038;1.539234701
232.6;;1.705289566;1.50347;1.539200861
232.7;;1.705224351;1.50427;1.539167038
232.8;;1.705159154;1.50399;1.53913323
232.9;;1.705093974;1.50353;1.539099438
233;;1.705028812;1.50399;1.539065662
233.1;;1.704963667;1.50325;1.539031901
233.2;;1.70489854;1.50395;1.538998157
233.3;;1.704833431;1.50299;1.538964428
233.4;;1.704768339;1.50295;1.538930715
233.5;;1.704703265;1.50255;1.538897018
233.6;;1.704638209;1.50351;1.538863337
233.7;;1.70457317;1.50344;1.538829671
233.8;;1.704508149;1.50375;1.538796021
233.9;;1.704443145;1.50279;1.538762387
234;;1.704378159;1.50339;1.538728769
234.1;;1.70431319;1.50325;1.538695166
234.2;;1.704248239;1.50292;1.538661579
234.3;;1.704183306;1.50302;1.538628008
234.4;;1.70411839;1.50279;1.538594452
234.5;;1.704053492;1.50196;1.538560913
234.6;;1.703988611;1.50293;1.538527389
234.7;;1.703923748;1.50248;1.53849388
234.8;;1.703858902;1.50254;1.538460387
234.9;;1.703794074;1.50277;1.53842691
235;;1.703729264;1.50289;1.538393449
235.1;;1.703664471;1.50255;1.538360003
235.2;;1.703599695;1.50313;1.538326573
235.3;;1.703534937;1.50266;1.538293159
235.4;;1.703470197;1.50241;1.53825976
235.5;;1.703405474;1.50254;1.538226377
235.6;;1.703340768;1.50309;1.538193009
235.7;;1.703276081;1.50227;1.538159657
235.8;;1.70321141;1.50227;1.538126321
235.9;;1.703146757;1.50281;1.538093
236;;1.703082122;1.50159;1.538059695
236.1;;1.703017504;1.50174;1.538026405
236.2;;1.702952903;1.50272;1.537993131
236.3;;1.70288832;1.50201;1.537959873
236.4;;1.702823754;1.50204;1.53792663
236.5;;1.702759206;1.50181;1.537893403
236.6;;1.702694675;1.50203;1.537860191
236.7;;1.702630162;1.50183;1.537826995
236.8;;1.702565666;1.50181;1.537793814
236.9;;1.702501188;1.50225;1.537760649
237;;1.702436727;1.50169;1.537727499
237.1;;1.702372284;1.50157;1.537694365
237.2;;1.702307857;1.50144;1.537661246
237.3;;1.702243449;1.50147;1.537628143
237.4;;1.702179058;1.50175;1.537595055
237.5;;1.702114684;1.50194;1.537561983
237.6;;1.702050327;1.50209;1.537528927
237.7;;1.701985988;1.50079;1.537495885
237.8;;1.701921667;1.50164;1.53746286
237.9;;1.701857362;1.50145;1.537429849
238;;1.701793075;1.50162;1.537396854
238.1;;1.701728806;1.50206;1.537363875
238.2;;1.701664554;1.50126;1.537330911
238.3;;1.701600319;1.50205;1.537297962
238.4;;1.701536102;1.50094;1.537265029
238.5;;1.701471902;1.50106;1.537232111
238.6;;1.701407719;1.50133;1.537199209
238.7;;1.701343554;1.50147;1.537166322
238.8;;1.701279406;1.50091;1.53713345
238.9;;1.701215275;1.50125;1.537100594
239;;1.701151162;1.50021;1.537067753
239.1;;1.701087066;1.50076;1.537034928
239.2;;1.701022987;1.50068;1.537002118
239.3;;1.700958926;1.50053;1.536969323
239.4;;1.700894882;1.50064;1.536936544
239.5;;1.700830855;1.50026;1.53690378
239.6;;1.700766845;1.50104;1.536871031
239.7;;1.700702853;1.5007;1.536838297
239.8;;1.700638879;1.50157;1.536805579
239.9;;1.700574921;1.5003;1.536772876
240;;1.700510981;1.50103;1.536740189
240.1;;1.700447058;1.50082;1.536707517
240.2;;1.700383152;1.50055;1.53667486
240.3;;1.700319264;1.50106;1.536642218
240.4;;1.700255393;1.50066;1.536609592
240.5;;1.700191539;1.50031;1.536576981
240.6;;1.700127702;1.5012;1.536544385
240.7;;1.700063883;1.50071;1.536511804
240.8;;1.700000081;1.50013;1.536479239
240.9;;1.699936296;1.50004;1.536446689
241;;1.699872528;1.49998;1.536414154
241.1;;1.699808778;1.50103;1.536381634
241.2;;1.699745045;1.50012;1.536349129
241.3;;1.699681329;1.50031;1.53631664
241.4;;1.69961763;1.50073;1.536284166
241.5;;1.699553948;1.49953;1.536251707
241.6;;1.699490284;1.50059;1.536219264
241.7;;1.699426637;1.50052;1.536186835
241.8;;1.699363007;1.50014;1.536154422
241.9;;1.699299394;1.49998;1.536122023
242;;1.699235799;1.50025;1.53608964
242.1;;1.69917222;1.49899;1.536057273
242.2;;1.699108659;1.49927;1.53602492
242.3;;1.699045115;1.50028;1.535992582
242.4;;1.698981588;1.50004;1.53596026
242.5;;1.698918079;1.4995;1.535927952
242.6;;1.698854586;1.50041;1.53589566
242.7;;1.698791111;1.49961;1.535863383
242.8;;1.698727653;1.49939;1.535831121
242.9;;1.698664212;1.4995;1.535798874
243;;1.698600788;1.49971;1.535766642
243.1;;1.698537381;1.49952;1.535734425
243.2;;1.698473991;1.4993;1.535702224
243.3;;1.698410619;1.49967;1.535670037
243.4;;1.698347264;1.49943;1.535637865
243.5;;1.698283925;1.49973;1.535605709
243.6;;1.698220604;1.49942;1.535573567
243.7;;1.6981573;1.49891;1.535541441
243.8;;1.698094013;1.49885;1.535509329
243.9;;1.698030743;1.49955;1.535477233
244;;1.697967491;1.49862;1.535445152
244.1;;1.697904255;1.49946;1.535413085
244.2;;1.697841036;1.49923;1.535381034
244.3;;1.697777835;1.49926;1.535348997
244.4;;1.69771465;1.49932;1.535316976
244.5;;1.697651483;1.49962;1.535284969
244.6;;1.697588333;1.49876;1.535252978
244.7;;1.697525199;1.49928;1.535221001
244.8;;1.697462083;1.4986;1.53518904
244.9;;1.697398984;1.49942;1.535157093
245;;1.697335902;1.49889;1.535125162
245.1;;1.697272837;1.49927;1.535093245
245.2;;1.697209789;1.49849;1.535061343
245.3;;1.697146758;1.49928;1.535029456
245.4;;1.697083744;1.49865;1.534997584
245.5;;1.697020747;1.49922;1.534965727
245.6;;1.696957767;1.4987;1.534933885
245.7;;1.696894804;1.49821;1.534902058
245.8;;1.696831859;1.49816;1.534870246
245.9;;1.69676893;1.49915;1.534838448
246;;1.696706018;1.49836;1.534806665
246.1;;1.696643123;1.49838;1.534774898
246.2;;1.696580245;1.49844;1.534743145
246.3;;1.696517384;1.49814;1.534711407
246.4;;1.69645454;1.49766;1.534679684
246.5;;1.696391713;1.49792;1.534647975
246.6;;1.696328903;1.49882;1.534616282
246.7;;1.69626611;1.49771;1.534584603
246.8;;1.696203334;1.49866;1.534552939
246.9;;1.696140575;1.49869;1.53452129
247;;1.696077833;1.49777;1.534489656
247.1;;1.696015107;1.49816;1.534458036
247.2;;1.695952399;1.4978;1.534426432
247.3;;1.695889708;1.4976;1.534394842
247.4;;1.695827033;1.49844;1.534363267
247.5;;1.695764376;1.49725;1.534331706
247.6;;1.695701735;1.49822;1.534300161
247.7;;1.695639112;1.49789;1.53426863
247.8;;1.695576505;1.49824;1.534237114
247.9;;1.695513915;1.49804;1.534205613
248;;1.695451342;1.49836;1.534174126
248.1;;1.695388786;1.49809;1.534142654
248.2;;1.695326247;1.49788;1.534111197
248.3;;1.695263725;1.49834;1.534079754
248.4;;1.69520122;1.49769;1.534048327
248.5;;1.695138731;1.4974;1.534016914
248.6;;1.69507626;1.49799;1.533985515
248.7;;1.695013805;1.49776;1.533954132
248.8;;1.694951367;1.49755;1.533922763
248.9;;1.694888946;1.4971;1.533891408
249;;1.694826542;1.4977;1.533860069
249.1;;1.694764155;1.49772;1.533828744
249.2;;1.694701784;1.49736;1.533797433
249.3;;1.69463943;1.49839;1.533766138
249.4;;1.694577094;1.49742;1.533734857
249.5;;1.694514774;1.49685;1.53370359
249.6;;1.694452471;1.49734;1.533672338
249.7;;1.694390184;1.49707;1.533641101
249.8;;1.694327915;1.49794;1.533609879
249.9;;1.694265662;1.49731;1.533578671
250;;1.694203427;1.497;1.533547477
250.1;;1.694141208;1.49653;1.533516299
250.2;;1.694079005;1.49746;1.533485134
250.3;;1.69401682;1.49768;1.533453985
250.4;;1.693954651;1.49699;1.53342285
250.5;;1.693892499;1.49692;1.533391729
250.6;;1.693830364;1.49672;1.533360623
250.7;;1.693768246;1.49655;1.533329532
250.8;;1.693706145;1.497;1.533298455
250.9;;1.69364406;1.4968;1.533267393
251;;1.693581992;1.49699;1.533236345
251.1;;1.693519941;1.49686;1.533205312
251.2;;1.693457906;1.49695;1.533174293
251.3;;1.693395888;1.49657;1.533143289
251.4;;1.693333888;1.497;1.533112299
251.5;;1.693271903;1.49629;1.533081324
251.6;;1.693209936;1.49695;1.533050363
251.7;;1.693147985;1.49696;1.533019417
251.8;;1.693086051;1.49691;1.532988485
251.9;;1.693024134;1.49607;1.532957567
252;;1.692962233;1.49699;1.532926665
252.1;;1.692900349;1.49662;1.532895776
252.2;;1.692838482;1.49701;1.532864902
252.3;;1.692776632;1.49574;1.532834043
252.4;;1.692714798;1.49664;1.532803198
252.5;;1.692652981;1.49606;1.532772367
252.6;;1.69259118;1.49677;1.532741551
252.7;;1.692529397;1.49597;1.532710749
252.8;;1.69246763;1.49683;1.532679961
252.9;;1.692405879;1.49617;1.532649188
253;;1.692344146;1.49638;1.53261843
253.1;;1.692282429;1.49569;1.532587685
253.2;;1.692220728;1.49609;1.532556955
253.3;;1.692159045;1.49561;1.53252624
253.4;;1.692097378;1.49605;1.532495539
253.5;;1.692035727;1.49584;1.532464852
253.6;;1.691974093;1.49589;1.532434179
253.7;;1.691912476;1.49594;1.532403521
253.8;;1.691850876;1.49594;1.532372878
253.9;;1.691789292;1.49539;1.532342248
254;;1.691727725;1.49627;1.532311633
254.1;;1.691666174;1.49522;1.532281032
254.2;;1.69160464;1.49654;1.532250446
254.3;;1.691543123;1.49611;1.532219874
254.4;;1.691481622;1.49526;1.532189316
254.5;;1.691420138;1.49489;1.532158772
254.6;;1.69135867;1.49545;1.532128243
254.7;;1.69129722;1.49572;1.532097728
254.8;;1.691235785;1.49549;1.532067227
254.9;;1.691174367;1.49565;1.53203674
255;;1.691112966;1.49499;1.532006268
255.1;;1.691051582;1.49507;1.53197581
255.2;;1.690990214;1.49526;1.531945367
255.3;;1.690928862;1.49518;1.531914937
255.4;;1.690867527;1.49466;1.531884522
255.5;;1.690806209;1.49446;1.531854121
255.6;;1.690744907;1.49519;1.531823734
255.7;;1.690683622;1.49504;1.531793361
255.8;;1.690622353;1.49481;1.531763003
255.9;;1.690561101;1.49556;1.531732659
256;;1.690499865;1.49393;1.531702329
256.1;;1.690438646;1.49523;1.531672013
256.2;;1.690377443;1.49504;1.531641711
256.3;;1.690316257;1.49518;1.531611424
256.4;;1.690255088;1.49477;1.53158115
256.5;;1.690193935;1.49482;1.531550891
256.6;;1.690132798;1.49477;1.531520646
256.7;;1.690071678;1.49386;1.531490415
256.8;;1.690010574;1.49478;1.531460198
256.9;;1.689949487;1.49498;1.531429996
257;;1.689888417;1.49467;1.531399807
257.1;;1.689827363;1.49389;1.531369633
257.2;;1.689766325;1.49461;1.531339473
257.3;;1.689705304;1.49488;1.531309327
257.4;;1.689644299;1.49449;1.531279194
257.5;;1.689583311;1.49517;1.531249076
257.6;;1.689522339;1.49439;1.531218973
257.7;;1.689461384;1.49409;1.531188883
257.8;;1.689400445;1.49445;1.531158807
257.9;;1.689339523;1.49484;1.531128745
258;;1.689278617;1.49408;1.531098698
258.1;;1.689217728;1.49422;1.531068664
258.2;;1.689156855;1.49368;1.531038645
258.3;;1.689095998;1.49428;1.531008639
258.4;;1.689035158;1.49439;1.530978648
258.5;;1.688974334;1.49405;1.53094867
258.6;;1.688913527;1.49408;1.530918707
258.7;;1.688852736;1.49408;1.530888758
258.8;;1.688791961;1.49425;1.530858822
258.9;;1.688731203;1.49374;1.530828901
259;;1.688670461;1.49376;1.530798993
259.1;;1.688609736;1.49427;1.5307691
259.2;;1.688549027;1.49431;1.530739221
259.3;;1.688488334;1.49339;1.530709355
259.4;;1.688427658;1.49396;1.530679504
259.5;;1.688366998;1.49394;1.530649666
259.6;;1.688306355;1.49413;1.530619842
259.7;;1.688245728;1.49451;1.530590033
259.8;;1.688185117;1.49328;1.530560237
259.9;;1.688124523;1.493;1.530530455
260;;1.688063945;1.49326;1.530500688
260.1;;1.688003383;1.4932;1.530470934
260.2;;1.687942838;1.49381;1.530441194
260.3;;1.687882309;1.49349;1.530411468
260.4;;1.687821796;1.4937;1.530381755
260.5;;1.6877613;1.49316;1.530352057
260.6;;1.68770082;1.49334;1.530322373
260.7;;1.687640356;1.49358;1.530292702
260.8;;1.687579909;1.49271;1.530263046
260.9;;1.687519478;1.49287;1.530233403
261;;1.687459063;1.49343;1.530203774
261.1;;1.687398665;1.49307;1.530174159
261.2;;1.687338283;1.49271;1.530144558
261.3;;1.687277917;1.49326;1.53011497
261.4;;1.687217567;1.49262;1.530085397
261.5;;1.687157234;1.49357;1.530055837
261.6;;1.687096917;1.49296;1.530026291
261.7;;1.687036617;1.49274;1.529996759
261.8;;1.686976332;1.49305;1.529967241
261.9;;1.686916064;1.49264;1.529937736
262;;1.686855812;1.49271;1.529908246
262.1;;1.686795577;1.49269;1.529878769
262.2;;1.686735357;1.49262;1.529849306
262.3;;1.686675154;1.49259;1.529819856
262.4;;1.686614967;1.49212;1.529790421
262.5;;1.686554797;1.49261;1.529760999
262.6;;1.686494642;1.49273;1.529731591
262.7;;1.686434504;1.49189;1.529702197
262.8;;1.686374382;1.49237;1.529672816
262.9;;1.686314277;1.49221;1.529643449
263;;1.686254187;1.49218;1.529614096
263.1;;1.686194114;1.49267;1.529584757
263.2;;1.686134057;1.4927;1.529555431
263.3;;1.686074016;1.49279;1.529526119
263.4;;1.686013991;1.49178;1.529496821
263.5;;1.685953983;1.49173;1.529467537
263.6;;1.685893991;1.49251;1.529438266
263.7;;1.685834015;1.4916;1.529409009
263.8;;1.685774055;1.4918;1.529379765
263.9;;1.685714111;1.49194;1.529350536
264;;1.685654184;1.49231;1.52932132
264.1;;1.685594272;1.49205;1.529292117
264.2;;1.685534377;1.49223;1.529262928
264.3;;1.685474498;1.4922;1.529233753
264.4;;1.685414635;1.49178;1.529204592
264.5;;1.685354788;1.49195;1.529175444
264.6;;1.685294958;1.49211;1.52914631
264.7;;1.685235143;1.49238;1.529117189
264.8;;1.685175345;1.49201;1.529088082
264.9;;1.685115563;1.49202;1.529058989
265;;1.685055797;1.49129;1.529029909
265.1;;1.684996047;1.49218;1.529000843
265.2;;1.684936313;1.49174;1.52897179
265.3;;1.684876596;1.49127;1.528942751
265.4;;1.684816894;1.49146;1.528913726
265.5;;1.684757209;1.49114;1.528884714
265.6;;1.68469754;1.49083;1.528855716
265.7;;1.684637886;1.49127;1.528826731
265.8;;1.684578249;1.49163;1.52879776
265.9;;1.684518628;1.49091;1.528768802
266;;1.684459023;1.49157;1.528739858
266.1;;1.684399434;1.49158;1.528710928
266.2;;1.684339862;1.49171;1.528682011
266.3;;1.684280305;1.49088;1.528653107
266.4;;1.684220764;1.49103;1.528624217
266.5;;1.68416124;1.49035;1.528595341
266.6;;1.684101731;1.49108;1.528566478
266.7;;1.684042239;1.49035;1.528537628
266.8;;1.683982762;1.49114;1.528508792
266.9;;1.683923302;1.49072;1.52847997
267;;1.683863858;1.49156;1.528451161
267.1;;1.68380443;1.49092;1.528422365
267.2;;1.683745017;1.49082;1.528393583
267.3;;1.683685621;1.4906;1.528364815
267.4;;1.683626241;1.49101;1.52833606
267.5;;1.683566877;1.49168;1.528307318
267.6;;1.683507529;1.49117;1.52827859
267.7;;1.683448197;1.49093;1.528249875
267.8;;1.68338888;1.4912;1.528221173
267.9;;1.68332958;1.49079;1.528192485
268;;1.683270296;1.49087;1.528163811
268.1;;1.683211028;1.49039;1.52813515
268.2;;1.683151776;1.49032;1.528106502
268.3;;1.68309254;1.49076;1.528077867
268.4;;1.68303332;1.49029;1.528049246
268.5;;1.682974116;1.49045;1.528020639
268.6;;1.682914927;1.4909;1.527992045
268.7;;1.682855755;1.49072;1.527963464
268.8;;1.682796599;1.49054;1.527934896
268.9;;1.682737459;1.49018;1.527906342
269;;1.682678334;1.49064;1.527877801
269.1;;1.682619226;1.49027;1.527849274
269.2;;1.682560133;1.49059;1.52782076
269.3;;1.682501057;1.48967;1.527792259
269.4;;1.682441996;1.49019;1.527763771
269.5;;1.682382952;1.48986;1.527735297
269.6;;1.682323923;1.48981;1.527706836
269.7;;1.68226491;1.49106;1.527678389
269.8;;1.682205913;1.4909;1.527649955
269.9;;1.682146932;1.48903;1.527621534
270;;1.682087967;1.48934;1.527593126
270.1;;1.682029018;1.49039;1.527564732
270.2;;1.681970085;1.4902;1.527536351
270.3;;1.681911168;1.48968;1.527507983
270.4;;1.681852266;1.48956;1.527479628
270.5;;1.681793381;1.49005;1.527451287
270.6;;1.681734511;1.49007;1.527422959
270.7;;1.681675657;1.48918;1.527394644
270.8;;1.681616819;1.48871;1.527366343
