;First Relaxation;;Second Relaxation;
Time;Experimental;Numerical;Experimental;Numerical
621.4;;1.548221632;;1.478600821
621.5;;1.548198782;;1.47859533
621.6;;1.548175938;;1.478589842
621.7;;1.5481531;;1.478584357
621.8;;1.548130268;;1.478578874
621.9;;1.548107442;;1.478573393
622;;1.548084623;;1.478567916
622.1;;1.548061809;;1.47856244
622.2;;1.548039002;;1.478556968
622.3;;1.548016201;;1.478551498
622.4;;1.547993406;;1.47854603
622.5;;1.547970617;;1.478540565
622.6;;1.547947835;;1.478535103
622.7;;1.547925058;;1.478529643
622.8;;1.547902288;;1.478524185
622.9;;1.547879524;;1.478518731
623;;1.547856766;;1.478513278
623.1;;1.547834014;;1.478507829
623.2;;1.547811268;;1.478502382
623.3;;1.547788528;;1.478496937
623.4;;1.547765795;;1.478491495
623.5;;1.547743068;;1.478486055
623.6;;1.547720346;;1.478480619
623.7;;1.547697631;;1.478475184
623.8;;1.547674922;;1.478469752
623.9;;1.547652219;;1.478464323
624;;1.547629522;;1.478458896
624.1;;1.547606832;;1.478453472
624.2;;1.547584147;;1.47844805
624.3;;1.547561469;;1.478442631
624.4;;1.547538797;;1.478437214
624.5;;1.54751613;;1.4784318
624.6;;1.54749347;;1.478426389
624.7;;1.547470816;;1.478420979
624.8;;1.547448169;;1.478415573
624.9;;1.547425527;;1.478410169
625;;1.547402891;;1.478404767
625.1;;1.547380262;;1.478399368
625.2;;1.547357638;;1.478393972
625.3;;1.547335021;;1.478388578
625.4;;1.54731241;;1.478383187
625.5;;1.547289805;;1.478377798
625.6;;1.547267206;;1.478372412
625.7;;1.547244613;;1.478367028
625.8;;1.547222026;;1.478361646
625.9;;1.547199445;;1.478356268
626;;1.54717687;;1.478350891
626.1;;1.547154302;;1.478345517
626.2;;1.547131739;;1.478340146
626.3;;1.547109183;;1.478334777
626.4;;1.547086632;;1.478329411
626.5;;1.547064088;;1.478324048
626.6;;1.54704155;;1.478318686
626.7;;1.547019018;;1.478313328
626.8;;1.546996492;;1.478307971
626.9;;1.546973972;;1.478302618
627;;1.546951458;;1.478297266
627.1;;1.54692895;;1.478291918
627.2;;1.546906449;;1.478286572
627.3;;1.546883953;;1.478281228
627.4;;1.546861463;;1.478275887
627.5;;1.54683898;;1.478270548
627.6;;1.546816502;;1.478265212
627.7;;1.546794031;;1.478259878
627.8;;1.546771566;;1.478254547
627.9;;1.546749106;;1.478249218
628;;1.546726653;;1.478243892
628.1;;1.546704206;;1.478238568
628.2;;1.546681765;;1.478233247
628.3;;1.54665933;;1.478227928
628.4;;1.546636901;;1.478222612
628.5;;1.546614478;;1.478217298
628.6;;1.546592061;;1.478211987
628.7;;1.54656965;;1.478206678
628.8;;1.546547245;;1.478201371
628.9;;1.546524846;;1.478196068
629;;1.546502453;;1.478190766
629.1;;1.546480067;;1.478185467
629.2;;1.546457686;;1.478180171
629.3;;1.546435311;;1.478174877
629.4;;1.546412943;;1.478169585
629.5;;1.54639058;;1.478164296
629.6;;1.546368224;;1.47815901
629.7;;1.546345873;;1.478153726
629.8;;1.546323529;;1.478148444
629.9;;1.54630119;;1.478143165
630;;1.546278858;;1.478137888
630.1;;1.546256531;;1.478132614
630.2;;1.546234211;;1.478127342
630.3;;1.546211896;;1.478122073
630.4;;1.546189588;;1.478116806
630.5;;1.546167286;;1.478111542
630.6;;1.546144989;;1.47810628
630.7;;1.546122699;;1.478101021
630.8;;1.546100415;;1.478095764
630.9;;1.546078136;;1.478090509
631;;1.546055864;;1.478085257
631.1;;1.546033598;;1.478080008
631.2;;1.546011337;;1.47807476
631.3;;1.545989083;;1.478069516
631.4;;1.545966835;;1.478064274
631.5;;1.545944592;;1.478059034
631.6;;1.545922356;;1.478053796
631.7;;1.545900126;;1.478048562
631.8;;1.545877902;;1.478043329
631.9;;1.545855683;;1.478038099
632;;1.545833471;;1.478032872
632.1;;1.545811265;;1.478027646
632.2;;1.545789064;;1.478022424
632.3;;1.54576687;;1.478017204
632.4;;1.545744681;;1.478011986
632.5;;1.545722499;;1.47800677
632.6;;1.545700323;;1.478001558
632.7;;1.545678152;;1.477996347
632.8;;1.545655988;;1.477991139
632.9;;1.545633829;;1.477985933
633;;1.545611677;;1.47798073
633.1;;1.54558953;;1.47797553
633.2;;1.54556739;;1.477970331
633.3;;1.545545255;;1.477965135
633.4;;1.545523127;;1.477959942
633.5;;1.545501004;;1.477954751
633.6;;1.545478887;;1.477949562
633.7;;1.545456776;;1.477944376
633.8;;1.545434672;;1.477939193
633.9;;1.545412573;;1.477934011
634;;1.54539048;;1.477928832
634.1;;1.545368393;;1.477923656
634.2;;1.545346312;;1.477918482
634.3;;1.545324237;;1.47791331
634.4;;1.545302168;;1.477908141
634.5;;1.545280105;;1.477902974
634.6;;1.545258048;;1.47789781
634.7;;1.545235997;;1.477892648
634.8;;1.545213952;;1.477887488
634.9;;1.545191912;;1.477882331
635;;1.545169879;;1.477877176
635.1;;1.545147852;;1.477872024
635.2;;1.54512583;;1.477866874
635.3;;1.545103815;;1.477861727
635.4;;1.545081805;;1.477856582
635.5;;1.545059801;;1.477851439
635.6;;1.545037804;;1.477846299
635.7;;1.545015812;;1.477841161
635.8;;1.544993826;;1.477836025
635.9;;1.544971846;;1.477830892
636;;1.544949872;;1.477825761
636.1;;1.544927904;;1.477820633
636.2;;1.544905942;;1.477815507
636.3;;1.544883986;;1.477810384
636.4;;1.544862035;;1.477805263
636.5;;1.544840091;;1.477800144
636.6;;1.544818153;;1.477795028
636.7;;1.54479622;;1.477789914
636.8;;1.544774293;;1.477784802
636.9;;1.544752373;;1.477779693
637;;1.544730458;;1.477774586
637.1;;1.544708549;;1.477769482
637.2;;1.544686646;;1.47776438
637.3;;1.544664749;;1.477759281
637.4;;1.544642858;;1.477754183
637.5;;1.544620972;;1.477749088
637.6;;1.544599093;;1.477743996
637.7;;1.54457722;;1.477738906
637.8;;1.544555352;;1.477733818
637.9;;1.54453349;;1.477728733
638;;1.544511634;;1.47772365
638.1;;1.544489785;;1.47771857
638.2;;1.544467941;;1.477713491
638.3;;1.544446102;;1.477708416
638.4;;1.54442427;;1.477703342
638.5;;1.544402444;;1.477698271
638.6;;1.544380623;;1.477693202
638.7;;1.544358809;;1.477688136
638.8;;1.544337;;1.477683072
638.9;;1.544315197;;1.477678011
639;;1.5442934;;1.477672951
639.1;;1.544271609;;1.477667895
639.2;;1.544249824;;1.47766284
639.3;;1.544228045;;1.477657788
639.4;;1.544206271;;1.477652738
639.5;;1.544184504;;1.477647691
639.6;;1.544162742;;1.477642646
639.7;;1.544140986;;1.477637603
639.8;;1.544119236;;1.477632563
639.9;;1.544097492;;1.477627525
640;;1.544075754;;1.477622489
640.1;;1.544054022;;1.477617456
640.2;;1.544032295;;1.477612425
640.3;;1.544010575;;1.477607396
640.4;;1.54398886;;1.47760237
640.5;;1.543967151;;1.477597346
640.6;;1.543945448;;1.477592325
640.7;;1.543923751;;1.477587306
640.8;;1.543902059;;1.477582289
640.9;;1.543880374;;1.477577275
641;;1.543858694;;1.477572262
641.1;;1.54383702;;1.477567253
641.2;;1.543815352;;1.477562245
641.3;;1.54379369;;1.47755724
641.4;;1.543772034;;1.477552237
641.5;;1.543750383;;1.477547237
641.6;;1.543728739;;1.477542239
641.7;;1.5437071;;1.477537243
641.8;;1.543685467;;1.47753225
641.9;;1.54366384;;1.477527259
642;;1.543642218;;1.47752227
642.1;;1.543620603;;1.477517284
642.2;;1.543598993;;1.477512299
642.3;;1.543577389;;1.477507318
642.4;;1.543555792;;1.477502338
642.5;;1.543534199;;1.477497361
642.6;;1.543512613;;1.477492386
642.7;;1.543491032;;1.477487414
642.8;;1.543469458;;1.477482444
642.9;;1.543447889;;1.477477476
643;;1.543426326;;1.477472511
643.1;;1.543404769;;1.477467548
643.2;;1.543383217;;1.477462587
643.3;;1.543361672;;1.477457628
643.4;;1.543340132;;1.477452672
643.5;;1.543318598;;1.477447718
643.6;;1.54329707;;1.477442767
643.7;;1.543275547;;1.477437817
643.8;;1.543254031;;1.47743287
643.9;;1.54323252;;1.477427926
644;;1.543211015;;1.477422984
644.1;;1.543189516;;1.477418044
644.2;;1.543168022;;1.477413106
644.3;;1.543146535;;1.47740817
644.4;;1.543125053;;1.477403237
644.5;;1.543103577;;1.477398307
644.6;;1.543082107;;1.477393378
644.7;;1.543060642;;1.477388452
644.8;;1.543039184;;1.477383528
644.9;;1.543017731;;1.477378607
645;;1.542996284;;1.477373687
645.1;;1.542974842;;1.477368771
645.2;;1.542953407;;1.477363856
645.3;;1.542931977;;1.477358944
645.4;;1.542910553;;1.477354033
645.5;;1.542889135;;1.477349126
645.6;;1.542867723;;1.47734422
645.7;;1.542846316;;1.477339317
645.8;;1.542824915;;1.477334416
645.9;;1.54280352;;1.477329518
646;;1.542782131;;1.477324621
646.1;;1.542760747;;1.477319727
646.2;;1.542739369;;1.477314836
646.3;;1.542717997;;1.477309946
646.4;;1.542696631;;1.477305059
646.5;;1.542675271;;1.477300174
646.6;;1.542653916;;1.477295292
646.7;;1.542632567;;1.477290411
646.8;;1.542611224;;1.477285533
646.9;;1.542589886;;1.477280658
647;;1.542568555;;1.477275784
647.1;;1.542547229;;1.477270913
647.2;;1.542525908;;1.477266044
647.3;;1.542504594;;1.477261177
647.4;;1.542483285;;1.477256313
647.5;;1.542461982;;1.477251451
647.6;;1.542440685;;1.477246591
647.7;;1.542419394;;1.477241734
647.8;;1.542398108;;1.477236878
647.9;;1.542376828;;1.477232025
648;;1.542355554;;1.477227175
648.1;;1.542334285;;1.477222326
648.2;;1.542313022;;1.47721748
648.3;;1.542291765;;1.477212636
648.4;;1.542270514;;1.477207794
648.5;;1.542249269;;1.477202955
648.6;;1.542228029;;1.477198118
648.7;;1.542206795;;1.477193283
648.8;;1.542185566;;1.477188451
648.9;;1.542164343;;1.47718362
649;;1.542143127;;1.477178792
649.1;;1.542121915;;1.477173966
649.2;;1.54210071;;1.477169143
649.3;;1.54207951;;1.477164321
649.4;;1.542058316;;1.477159502
649.5;;1.542037128;;1.477154685
649.6;;1.542015945;;1.477149871
649.7;;1.541994768;;1.477145059
649.8;;1.541973597;;1.477140249
649.9;;1.541952431;;1.477135441
650;;1.541931271;;1.477130635
650.1;;1.541910117;;1.477125832
650.2;;1.541888969;;1.477121031
650.3;;1.541867826;;1.477116232
650.4;;1.541846689;;1.477111435
650.5;;1.541825558;;1.477106641
650.6;;1.541804432;;1.477101849
650.7;;1.541783312;;1.477097059
650.8;;1.541762198;;1.477092271
650.9;;1.54174109;;1.477087486
651;;1.541719987;;1.477082703
651.1;;1.54169889;;1.477077922
651.2;;1.541677798;;1.477073143
651.3;;1.541656713;;1.477068367
651.4;;1.541635632;;1.477063593
651.5;;1.541614558;;1.477058821
651.6;;1.541593489;;1.477054051
651.7;;1.541572426;;1.477049283
651.8;;1.541551369;;1.477044518
651.9;;1.541530317;;1.477039755
652;;1.541509271;;1.477034994
652.1;;1.541488231;;1.477030236
652.2;;1.541467196;;1.477025479
652.3;;1.541446167;;1.477020725
652.4;;1.541425144;;1.477015973
652.5;;1.541404127;;1.477011223
652.6;;1.541383115;;1.477006476
652.7;;1.541362108;;1.477001731
652.8;;1.541341108;;1.476996988
652.9;;1.541320113;;1.476992247
653;;1.541299123;;1.476987508
653.1;;1.54127814;;1.476982772
653.2;;1.541257162;;1.476978038
653.3;;1.541236189;;1.476973306
653.4;;1.541215223;;1.476968576
653.5;;1.541194262;;1.476963848
653.6;;1.541173306;;1.476959123
653.7;;1.541152357;;1.4769544
653.8;;1.541131413;;1.476949679
653.9;;1.541110474;;1.47694496
654;;1.541089541;;1.476940244
654.1;;1.541068614;;1.476935529
654.2;;1.541047693;;1.476930817
654.3;;1.541026777;;1.476926107
654.4;;1.541005867;;1.476921399
654.5;;1.540984962;;1.476916694
654.6;;1.540964063;;1.476911991
654.7;;1.54094317;;1.47690729
654.8;;1.540922282;;1.476902591
654.9;;1.5409014;;1.476897894
655;;1.540880524;;1.476893199
655.1;;1.540859653;;1.476888507
655.2;;1.540838788;;1.476883817
655.3;;1.540817928;;1.476879129
655.4;;1.540797075;;1.476874443
655.5;;1.540776226;;1.47686976
655.6;;1.540755384;;1.476865078
655.7;;1.540734547;;1.476860399
655.8;;1.540713715;;1.476855722
655.9;;1.540692889;;1.476851047
656;;1.540672069;;1.476846375
656.1;;1.540651255;;1.476841704
656.2;;1.540630446;;1.476837036
656.3;;1.540609642;;1.47683237
656.4;;1.540588845;;1.476827706
656.5;;1.540568053;;1.476823044
656.6;;1.540547266;;1.476818385
656.7;;1.540526485;;1.476813728
656.8;;1.54050571;;1.476809072
656.9;;1.54048494;;1.476804419
657;;1.540464176;;1.476799769
657.1;;1.540443418;;1.47679512
657.2;;1.540422665;;1.476790474
657.3;;1.540401917;;1.476785829
657.4;;1.540381176;;1.476781187
657.5;;1.540360439;;1.476776547
657.6;;1.540339709;;1.476771909
657.7;;1.540318984;;1.476767274
657.8;;1.540298265;;1.47676264
657.9;;1.540277551;;1.476758009
658;;1.540256843;;1.47675338
658.1;;1.54023614;;1.476748753
658.2;;1.540215443;;1.476744128
658.3;;1.540194752;;1.476739505
658.4;;1.540174066;;1.476734885
658.5;;1.540153386;;1.476730267
658.6;;1.540132711;;1.476725651
658.7;;1.540112042;;1.476721037
658.8;;1.540091378;;1.476716425
658.9;;1.54007072;;1.476711815
659;;1.540050068;;1.476707208
659.1;;1.540029421;;1.476702602
659.2;;1.54000878;;1.476697999
659.3;;1.539988144;;1.476693398
659.4;;1.539967514;;1.476688799
659.5;;1.539946889;;1.476684202
659.6;;1.53992627;;1.476679608
659.7;;1.539905657;;1.476675015
659.8;;1.539885049;;1.476670425
659.9;;1.539864447;;1.476665837
660;;1.53984385;;1.476661251
660.1;;1.539823259;;1.476656667
660.2;;1.539802673;;1.476652085
660.3;;1.539782093;;1.476647505
660.4;;1.539761518;;1.476642928
660.5;;1.539740949;;1.476638353
660.6;;1.539720386;;1.476633779
660.7;;1.539699828;;1.476629208
660.8;;1.539679275;;1.476624639
660.9;;1.539658729;;1.476620073
661;;1.539638187;;1.476615508
661.1;;1.539617651;;1.476610945
661.2;;1.539597121;;1.476606385
661.3;;1.539576597;;1.476601827
661.4;;1.539556077;;1.476597271
661.5;;1.539535564;;1.476592717
661.6;;1.539515056;;1.476588165
661.7;;1.539494553;;1.476583615
661.8;;1.539474056;;1.476579068
661.9;;1.539453564;;1.476574522
662;;1.539433078;;1.476569979
662.1;;1.539412598;;1.476565438
662.2;;1.539392123;;1.476560898
662.3;;1.539371654;;1.476556362
662.4;;1.53935119;;1.476551827
662.5;;1.539330731;;1.476547294
662.6;;1.539310279;;1.476542763
662.7;;1.539289831;;1.476538235
662.8;;1.539269389;;1.476533708
662.9;;1.539248953;;1.476529184
663;;1.539228522;;1.476524662
663.1;;1.539208097;;1.476520142
663.2;;1.539187677;;1.476515624
663.3;;1.539167263;;1.476511108
663.4;;1.539146854;;1.476506595
663.5;;1.539126451;;1.476502083
663.6;;1.539106053;;1.476497573
663.7;;1.539085661;;1.476493066
663.8;;1.539065274;;1.476488561
663.9;;1.539044893;;1.476484058
664;;1.539024517;;1.476479557
664.1;;1.539004147;;1.476475058
664.2;;1.538983782;;1.476470561
664.3;;1.538963422;;1.476466066
664.4;;1.538943069;;1.476461573
664.5;;1.53892272;;1.476457083
664.6;;1.538902377;;1.476452594
664.7;;1.53888204;;1.476448108
664.8;;1.538861708;;1.476443624
664.9;;1.538841382;;1.476439142
665;;1.538821061;;1.476434662
665.1;;1.538800745;;1.476430184
665.2;;1.538780435;;1.476425708
665.3;;1.538760131;;1.476421234
665.4;;1.538739832;;1.476416762
665.5;;1.538719538;;1.476412293
665.6;;1.53869925;;1.476407825
665.7;;1.538678968;;1.47640336
665.8;;1.538658691;;1.476398897
665.9;;1.538638419;;1.476394435
666;;1.538618153;;1.476389976
666.1;;1.538597892;;1.476385519
666.2;;1.538577637;;1.476381064
666.3;;1.538557387;;1.476376611
666.4;;1.538537143;;1.47637216
666.5;;1.538516904;;1.476367712
666.6;;1.53849667;;1.476363265
666.7;;1.538476443;;1.47635882
666.8;;1.53845622;;1.476354378
666.9;;1.538436003;;1.476349937
667;;1.538415791;;1.476345499
667.1;;1.538395585;;1.476341063
667.2;;1.538375384;;1.476336629
667.3;;1.538355189;;1.476332196
667.4;;1.538334999;;1.476327766
667.5;;1.538314815;;1.476323338
667.6;;1.538294636;;1.476318912
667.7;;1.538274463;;1.476314489
667.8;;1.538254295;;1.476310067
667.9;;1.538234132;;1.476305647
668;;1.538213975;;1.47630123
668.1;;1.538193823;;1.476296814
668.2;;1.538173677;;1.4762924
668.3;;1.538153536;;1.476287989
668.4;;1.538133401;;1.47628358
668.5;;1.538113271;;1.476279172
668.6;;1.538093146;;1.476274767
668.7;;1.538073027;;1.476270364
668.8;;1.538052913;;1.476265963
668.9;;1.538032805;;1.476261563
669;;1.538012702;;1.476257166
669.1;;1.537992604;;1.476252771
669.2;;1.537972512;;1.476248379
669.3;;1.537952426;;1.476243988
669.4;;1.537932345;;1.476239599
669.5;;1.537912269;;1.476235212
669.6;;1.537892198;;1.476230827
669.7;;1.537872133;;1.476226445
669.8;;1.537852074;;1.476222064
669.9;;1.53783202;;1.476217685
670;;1.537811971;;1.476213309
670.1;;1.537791928;;1.476208934
670.2;;1.53777189;;1.476204562
670.3;;1.537751857;;1.476200192
670.4;;1.53773183;;1.476195823
670.5;;1.537711808;;1.476191457
670.6;;1.537691792;;1.476187093
670.7;;1.537671781;;1.47618273
670.8;;1.537651776;;1.47617837
670.9;;1.537631775;;1.476174012
671;;1.537611781;;1.476169656
671.1;;1.537591791;;1.476165302
671.2;;1.537571807;;1.47616095
671.3;;1.537551829;;1.4761566
671.4;;1.537531856;;1.476152252
671.5;;1.537511888;;1.476147906
671.6;;1.537491925;;1.476143562
671.7;;1.537471968;;1.47613922
671.8;;1.537452017;;1.47613488
671.9;;1.53743207;;1.476130543
672;;1.53741213;;1.476126207
672.1;;1.537392194;;1.476121873
672.2;;1.537372264;;1.476117541
672.3;;1.537352339;;1.476113212
672.4;;1.53733242;;1.476108884
672.5;;1.537312506;;1.476104558
672.6;;1.537292597;;1.476100235
672.7;;1.537272694;;1.476095913
672.8;;1.537252796;;1.476091593
672.9;;1.537232903;;1.476087276
673;;1.537213016;;1.47608296
673.1;;1.537193134;;1.476078647
673.2;;1.537173258;;1.476074335
673.3;;1.537153387;;1.476070026
673.4;;1.537133521;;1.476065718
673.5;;1.537113661;;1.476061413
673.6;;1.537093806;;1.476057109
673.7;;1.537073956;;1.476052808
673.8;;1.537054112;;1.476048508
673.9;;1.537034273;;1.476044211
674;;1.537014439;;1.476039915
674.1;;1.536994611;;1.476035622
674.2;;1.536974788;;1.476031331
674.3;;1.53695497;;1.476027041
674.4;;1.536935158;;1.476022754
674.5;;1.536915351;;1.476018468
674.6;;1.53689555;;1.476014185
674.7;;1.536875753;;1.476009904
674.8;;1.536855962;;1.476005624
674.9;;1.536836177;;1.476001347
675;;1.536816397;;1.475997071
675.1;;1.536796622;;1.475992798
675.2;;1.536776852;;1.475988527
675.3;;1.536757088;;1.475984257
675.4;;1.536737329;;1.47597999
675.5;;1.536717576;;1.475975724
675.6;;1.536697827;;1.475971461
675.7;;1.536678085;;1.4759672
675.8;;1.536658347;;1.47596294
675.9;;1.536638615;;1.475958683
676;;1.536618888;;1.475954427
676.1;;1.536599166;;1.475950174
676.2;;1.53657945;;1.475945922
676.3;;1.536559739;;1.475941673
676.4;;1.536540033;;1.475937425
676.5;;1.536520333;;1.47593318
676.6;;1.536500638;;1.475928936
676.7;;1.536480948;;1.475924695
676.8;;1.536461264;;1.475920455
676.9;;1.536441585;;1.475916218
677;;1.536421911;;1.475911982
677.1;;1.536402242;;1.475907748
677.2;;1.536382579;;1.475903517
677.3;;1.536362921;;1.475899287
677.4;;1.536343269;;1.475895059
677.5;;1.536323621;;1.475890834
677.6;;1.536303979;;1.47588661
677.7;;1.536284343;;1.475882388
677.8;;1.536264711;;1.475878168
677.9;;1.536245085;;1.475873951
678;;1.536225464;;1.475869735
678.1;;1.536205849;;1.475865521
678.2;;1.536186238;;1.475861309
678.3;;1.536166633;;1.475857099
678.4;;1.536147034;;1.475852891
678.5;;1.536127439;;1.475848685
678.6;;1.53610785;;1.475844481
678.7;;1.536088267;;1.475840279
678.8;;1.536068688;;1.475836079
678.9;;1.536049115;;1.475831881
679;;1.536029547;;1.475827685
679.1;;1.536009984;;1.47582349
679.2;;1.535990427;;1.475819298
679.3;;1.535970875;;1.475815108
679.4;;1.535951328;;1.47581092
679.5;;1.535931786;;1.475806733
679.6;;1.53591225;;1.475802549
679.7;;1.535892719;;1.475798366
679.8;;1.535873193;;1.475794186
679.9;;1.535853672;;1.475790007
680;;1.535834157;;1.475785831
680.1;;1.535814647;;1.475781656
680.2;;1.535795142;;1.475777483
680.3;;1.535775643;;1.475773313
680.4;;1.535756149;;1.475769144
680.5;;1.53573666;;1.475764977
680.6;;1.535717176;;1.475760812
680.7;;1.535697697;;1.475756649
680.8;;1.535678224;;1.475752488
680.9;;1.535658756;;1.475748329
681;;1.535639293;;1.475744172
681.1;;1.535619836;;1.475740017
681.2;;1.535600384;;1.475735864
681.3;;1.535580937;;1.475731712
681.4;;1.535561495;;1.475727563
681.5;;1.535542059;;1.475723416
681.6;;1.535522627;;1.47571927
681.7;;1.535503201;;1.475715127
681.8;;1.535483781;;1.475710985
681.9;;1.535464365;;1.475706845
682;;1.535444955;;1.475702708
682.1;;1.53542555;;1.475698572
682.2;;1.53540615;;1.475694438
682.3;;1.535386755;;1.475690306
682.4;;1.535367366;;1.475686176
682.5;;1.535347982;;1.475682048
682.6;;1.535328603;;1.475677922
682.7;;1.535309229;;1.475673798
682.8;;1.535289861;;1.475669675
682.9;;1.535270497;;1.475665555
683;;1.535251139;;1.475661437
683.1;;1.535231787;;1.47565732
683.2;;1.535212439;;1.475653206
683.3;;1.535193097;;1.475649093
683.4;;1.535173759;;1.475644982
683.5;;1.535154428;;1.475640874
683.6;;1.535135101;;1.475636767
683.7;;1.535115779;;1.475632662
683.8;;1.535096463;;1.475628559
683.9;;1.535077152;;1.475624458
684;;1.535057846;;1.475620358
684.1;;1.535038545;;1.475616261
684.2;;1.53501925;;1.475612166
684.3;;1.53499996;;1.475608072
684.4;;1.534980675;;1.475603981
684.5;;1.534961395;;1.475599891
684.6;;1.53494212;;1.475595803
684.7;;1.534922851;;1.475591718
684.8;;1.534903586;;1.475587634
684.9;;1.534884327;;1.475583552
685;;1.534865073;;1.475579472
685.1;;1.534845825;;1.475575393
685.2;;1.534826581;;1.475571317
685.3;;1.534807343;;1.475567243
685.4;;1.53478811;;1.47556317
685.5;;1.534768882;;1.4755591
685.6;;1.534749659;;1.475555031
685.7;;1.534730441;;1.475550964
685.8;;1.534711229;;1.4755469
685.9;;1.534692022;;1.475542837
686;;1.53467282;;1.475538776
686.1;;1.534653623;;1.475534716
686.2;;1.534634431;;1.475530659
686.3;;1.534615245;;1.475526604
686.4;;1.534596063;;1.47552255
686.5;;1.534576887;;1.475518499
686.6;;1.534557716;;1.475514449
686.7;;1.53453855;;1.475510401
686.8;;1.53451939;;1.475506355
686.9;;1.534500234;;1.475502311
687;;1.534481084;;1.475498269
687.1;;1.534461939;;1.475494229
687.2;;1.534442799;;1.475490191
687.3;;1.534423664;;1.475486154
687.4;;1.534404534;;1.47548212
687.5;;1.53438541;;1.475478087
687.6;;1.53436629;;1.475474056
687.7;;1.534347176;;1.475470028
687.8;;1.534328067;;1.475466
687.9;;1.534308963;;1.475461975
688;;1.534289864;;1.475457952
688.1;;1.534270771;;1.475453931
688.2;;1.534251682;;1.475449911
688.3;;1.534232599;;1.475445894
688.4;;1.534213521;;1.475441878
688.5;;1.534194448;;1.475437864
688.6;;1.53417538;;1.475433852
688.7;;1.534156317;;1.475429842
688.8;;1.53413726;;1.475425834
688.9;;1.534118207;;1.475421827
689;;1.53409916;;1.475417823
689.1;;1.534080118;;1.47541382
689.2;;1.534061081;;1.47540982
689.3;;1.534042049;;1.475405821
689.4;;1.534023022;;1.475401824
689.5;;1.534004001;;1.475397829
689.6;;1.533984984;;1.475393835
689.7;;1.533965973;;1.475389844
689.8;;1.533946966;;1.475385855
689.9;;1.533927965;;1.475381867
690;;1.533908969;;1.475377881
690.1;;1.533889978;;1.475373897
690.2;;1.533870993;;1.475369915
690.3;;1.533852012;;1.475365935
690.4;;1.533833036;;1.475361957
690.5;;1.533814066;;1.47535798
690.6;;1.533795101;;1.475354005
690.7;;1.533776141;;1.475350033
690.8;;1.533757186;;1.475346062
690.9;;1.533738236;;1.475342093
691;;1.533719291;;1.475338125
691.1;;1.533700351;;1.47533416
691.2;;1.533681416;;1.475330197
691.3;;1.533662487;;1.475326235
691.4;;1.533643562;;1.475322275
691.5;;1.533624643;;1.475318317
691.6;;1.533605729;;1.475314361
691.7;;1.53358682;;1.475310407
691.8;;1.533567916;;1.475306455
691.9;;1.533549017;;1.475302504
692;;1.533530123;;1.475298555
692.1;;1.533511234;;1.475294608
692.2;;1.533492351;;1.475290663
692.3;;1.533473472;;1.47528672
692.4;;1.533454599;;1.475282779
692.5;;1.53343573;;1.47527884
692.6;;1.533416867;;1.475274902
692.7;;1.533398009;;1.475270966
692.8;;1.533379156;;1.475267032
692.9;;1.533360308;;1.4752631
693;;1.533341465;;1.47525917
693.1;;1.533322627;;1.475255241
693.2;;1.533303794;;1.475251315
693.3;;1.533284966;;1.47524739
693.4;;1.533266144;;1.475243467
693.5;;1.533247326;;1.475239546
693.6;;1.533228514;;1.475235627
693.7;;1.533209706;;1.475231709
693.8;;1.533190904;;1.475227794
693.9;;1.533172107;;1.47522388
694;;1.533153315;;1.475219968
694.1;;1.533134528;;1.475216058
694.2;;1.533115745;;1.47521215
694.3;;1.533096968;;1.475208243
694.4;;1.533078197;;1.475204339
694.5;;1.53305943;;1.475200436
694.6;;1.533040668;;1.475196535
694.7;;1.533021911;;1.475192636
694.8;;1.533003159;;1.475188738
694.9;;1.532984413;;1.475184843
695;;1.532965671;;1.475180949
695.1;;1.532946935;;1.475177057
695.2;;1.532928203;;1.475173167
695.3;;1.532909477;;1.475169279
695.4;;1.532890755;;1.475165392
695.5;;1.532872039;;1.475161508
695.6;;1.532853328;;1.475157625
695.7;;1.532834622;;1.475153744
695.8;;1.53281592;;1.475149865
695.9;;1.532797224;;1.475145988
696;;1.532778533;;1.475142112
696.1;;1.532759847;;1.475138238
696.2;;1.532741166;;1.475134367
696.3;;1.53272249;;1.475130496
696.4;;1.532703819;;1.475126628
696.5;;1.532685153;;1.475122762
696.6;;1.532666492;;1.475118897
696.7;;1.532647837;;1.475115034
696.8;;1.532629186;;1.475111173
696.9;;1.53261054;;1.475107314
697;;1.532591899;;1.475103456
697.1;;1.532573263;;1.475099601
697.2;;1.532554633;;1.475095747
697.3;;1.532536007;;1.475091895
697.4;;1.532517386;;1.475088045
697.5;;1.532498771;;1.475084196
697.6;;1.53248016;;1.47508035
697.7;;1.532461555;;1.475076505
697.8;;1.532442954;;1.475072662
697.9;;1.532424358;;1.47506882
698;;1.532405768;;1.475064981
698.1;;1.532387182;;1.475061143
698.2;;1.532368602;;1.475057307
698.3;;1.532350026;;1.475053473
698.4;;1.532331456;;1.475049641
698.5;;1.53231289;;1.475045811
698.6;;1.53229433;;1.475041982
698.7;;1.532275774;;1.475038155
698.8;;1.532257224;;1.47503433
698.9;;1.532238678;;1.475030507
699;;1.532220138;;1.475026685
699.1;;1.532201602;;1.475022865
699.2;;1.532183072;;1.475019047
699.3;;1.532164546;;1.475015231
699.4;;1.532146026;;1.475011417
699.5;;1.53212751;;1.475007604
699.6;;1.532109;;1.475003793
699.7;;1.532090494;;1.474999984
