Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;Stress by Integral;Stress by dG
25.7;0.0514;0.915127747;0.701349619;0.65777691;0.656692945;0.656692837
25.8;0.0516;0.915039786;0.704177648;0.6594247;0.659285009;0.659284824
25.9;0.0518;0.914952151;0.707006462;0.662962653;0.661877486;0.661877377
26;0.052;0.91486484;0.709836063;0.664610898;0.664470529;0.664470343
26.1;0.0522;0.91477785;0.712666451;0.668150358;0.667063988;0.667063878
26.2;0.0524;0.914691179;0.715497626;0.669799061;0.669658015;0.669657829
26.3;0.0526;0.914604827;0.718329588;0.673340033;0.67225246;0.672252349
26.4;0.0528;0.914518789;0.721162337;0.674989197;0.674847475;0.674847288
26.5;0.053;0.914433065;0.723995874;0.678531684;0.67744291;0.677442798
26.6;0.0532;0.914347653;0.726830199;0.680181314;0.680038916;0.680038729
26.7;0.0534;0.91426255;0.729665312;0.683725321;0.682635345;0.682635232
26.8;0.0536;0.914177754;0.732501213;0.685375419;0.685232347;0.685232159
26.9;0.0538;0.914093264;0.735337903;0.68892095;0.687829773;0.687829659
27;0.054;0.914009079;0.738175381;0.69057152;0.690427774;0.690427585
27.1;0.0542;0.913925195;0.741013648;0.694118579;0.693026202;0.693026086
27.2;0.0544;0.913841612;0.743852705;0.695769624;0.695625206;0.695625016
27.3;0.0546;0.913758327;0.74669255;0.699318215;0.698224639;0.698224522
27.4;0.0548;0.913675338;0.749533186;0.700969739;0.700824649;0.700824459
27.5;0.055;0.913592645;0.752374611;0.704519866;0.703425091;0.703424973
27.6;0.0552;0.913510245;0.755216826;0.706171873;0.706026111;0.706025921
27.7;0.0554;0.913428137;0.758059832;0.70972354;0.708627566;0.708627447
27.8;0.0556;0.913346318;0.760903628;0.711376033;0.7112296;0.711229409
27.9;0.0558;0.913264788;0.763748214;0.714929243;0.71383207;0.713831951
28;0.056;0.913183544;0.766593592;0.716582225;0.716435122;0.716434931
28.1;0.0562;0.913102585;0.76943976;0.720136983;0.719038612;0.719038492
28.2;0.0564;0.91302191;0.77228672;0.721790458;0.721642685;0.721642493
28.3;0.0566;0.912941516;0.775134472;0.725346767;0.724247199;0.724247077
28.4;0.0568;0.912861403;0.777983015;0.727000737;0.726852296;0.726852103
28.5;0.057;0.912781569;0.78083235;0.730558602;0.729457837;0.729457714
28.6;0.0572;0.912702012;0.783682478;0.732213071;0.732063962;0.732063769
28.7;0.0574;0.91262273;0.786533398;0.735772495;0.734670533;0.734670409
28.8;0.0576;0.912543723;0.789385111;0.737427466;0.73727769;0.737277496
28.9;0.0578;0.912464989;0.792237616;0.740988453;0.739885295;0.73988517
29;0.058;0.912386526;0.795090915;0.742643929;0.742493486;0.742493292
29.1;0.0582;0.912308333;0.797945007;0.746206483;0.745102128;0.745102003
29.2;0.0584;0.912230409;0.800799892;0.747862468;0.747711359;0.747711164
29.3;0.0586;0.912152752;0.803655571;0.751426592;0.750321041;0.750320915
29.4;0.0588;0.912075361;0.806512045;0.753083088;0.752931314;0.752931118
29.5;0.059;0.911998234;0.809369312;0.756648787;0.75554204;0.755541913
29.6;0.0592;0.91192137;0.812227374;0.758305797;0.758153358;0.758153162
29.7;0.0594;0.911844768;0.815086231;0.761873073;0.760765132;0.760765003
29.8;0.0596;0.911768426;0.817945882;0.763530601;0.763377498;0.763377302
29.9;0.0598;0.911692344;0.820806329;0.767099459;0.765990323;0.765990193
30;0.06;0.911616519;0.823667571;0.768757508;0.768126735;0.768603544
30.1;0.06;0.911540951;0.823667571;0.76851137;0.768362653;0.768359301
30.2;0.06;0.911465639;0.823667571;0.76827553;0.768128256;0.768128193
30.3;0.06;0.91139058;0.823667571;0.768048692;0.767905401;0.767902803
